Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
CUST_1174,49,1031868,183692,300,12,No
CUST_1175,50,1784433,544166,516,60,Yes
CUST_1176,36,606245,808529,806,60,No
CUST_1177,60,222490,1264705,329,36,Yes
CUST_1178,39,1032307,1007642,819,36,Yes
CUST_1179,38,1742656,784750,574,12,No
CUST_1180,21,805108,103024,791,60,No
CUST_1181,34,1610235,1273759,335,60,Yes
CUST_1182,22,471265,1253722,610,36,No
CUST_1183,48,201539,592112,343,36,Yes
CUST_1184,50,1658819,568534,454,48,Yes
CUST_1185,58,1638122,98926,376,60,No
CUST_1186,24,512579,1266508,737,60,No
CUST_1187,21,715584,325119,731,48,No
CUST_1188,28,263965,911309,841,60,Yes
CUST_1189,49,1763825,731908,338,12,No
CUST_1190,59,1621768,413114,538,36,Yes
CUST_1191,23,1580642,533791,312,36,Yes
CUST_1192,52,1346375,744096,421,36,Yes
CUST_1193,30,1342524,111562,443,24,No
CUST_1194,30,1724631,1401129,754,12,Yes
CUST_1195,39,1391890,846266,667,12,No
CUST_1196,54,448099,575128,546,48,Yes
CUST_1197,53,1230065,784769,344,24,Yes
CUST_1198,43,995379,81568,674,60,No
CUST_1199,48,967610,847278,590,12,No
CUST_1200,52,926826,711259,506,24,Yes
CUST_1201,27,1504397,660326,818,24,No
CUST_1202,49,1965752,1295749,541,12,No
CUST_1203,28,1559505,1006277,413,48,No
CUST_1204,21,1106395,179789,601,24,No
CUST_1205,23,1708764,1468180,575,36,Yes
CUST_1206,44,1931087,551994,395,24,No
CUST_1207,43,1260194,124723,593,60,No
CUST_1208,28,536430,813043,659,12,No
CUST_1209,57,1526842,416338,587,60,Yes
CUST_1210,23,862714,971815,453,48,Yes
CUST_1211,53,810724,757494,722,36,No
CUST_1212,48,410448,842515,349,12,Yes
CUST_1213,28,1170278,1443196,506,24,Yes
CUST_1214,54,695919,1085211,512,36,Yes
CUST_1215,55,1384685,142416,365,24,Yes
CUST_1216,52,1277209,697122,531,48,Yes
CUST_1217,44,1010927,845818,619,12,No
CUST_1218,34,1050982,365315,436,48,No
CUST_1219,52,412456,200594,364,48,Yes
CUST_1220,63,1547203,770892,813,48,No
CUST_1221,36,575325,534976,431,48,Yes
CUST_1222,24,666589,1132121,633,24,No
CUST_1223,57,496213,235151,331,60,Yes
CUST_1224,41,1387018,85790,797,24,No
CUST_1225,34,1892737,625300,542,36,Yes
CUST_1226,51,1103275,167827,491,48,Yes
CUST_1227,38,1320523,1079625,441,36,No
CUST_1228,27,370205,1358699,490,24,Yes
CUST_1229,30,1999971,1112836,448,48,Yes
CUST_1230,27,1344337,246211,715,24,No
CUST_1231,53,1624473,485892,819,48,Yes
CUST_1232,43,1118196,190547,315,24,Yes
CUST_1233,41,1801790,1308062,405,12,Yes
CUST_1234,39,1353276,196192,582,60,No
CUST_1235,39,1584704,314130,403,60,No
CUST_1236,56,1685182,737790,660,48,No
CUST_1237,49,773881,812857,334,12,Yes
CUST_1238,38,1218454,1154055,412,36,Yes
CUST_1239,22,205209,442977,607,12,No
CUST_1240,21,1899564,1362896,352,48,Yes
CUST_1241,25,599749,658546,380,12,Yes
CUST_1242,40,1859461,1337999,668,36,No
CUST_1243,31,1517931,427332,541,48,Yes
CUST_1244,62,1258503,134153,330,60,No
CUST_1245,22,1981399,833930,660,12,Yes
CUST_1246,23,841621,470331,532,60,Yes
CUST_1247,43,1404242,808272,333,60,Yes
CUST_1248,32,930212,1176018,542,24,Yes
CUST_1249,40,1457361,1155700,358,36,Yes
CUST_1250,25,538526,361896,828,12,No
CUST_1251,57,339005,1358064,377,60,No
CUST_1252,58,1876644,128947,601,60,No
CUST_1253,50,1229661,911148,411,36,Yes
CUST_1254,29,1813560,491209,712,60,No
CUST_1255,54,396521,146496,616,60,No
CUST_1256,64,1578336,875329,444,60,Yes
CUST_1257,55,1123593,1018410,317,60,No
CUST_1258,42,649764,363760,650,24,No
CUST_1259,64,1405771,1360613,454,24,Yes
CUST_1260,44,1649589,551935,805,48,No
CUST_1261,37,1298589,420134,659,12,No
CUST_1262,30,601562,1320612,631,36,Yes
CUST_1263,50,416486,744934,827,48,No
CUST_1264,43,626888,1090835,311,24,No
CUST_1265,52,1659445,385076,374,24,No
CUST_1266,37,1035988,319482,511,24,No
CUST_1267,37,1110155,1272366,582,48,Yes
CUST_1268,34,750428,1242148,494,24,Yes
CUST_1269,29,463328,192617,329,48,Yes
CUST_1270,60,1676285,635768,308,24,No
CUST_1271,22,1928782,710601,608,60,Yes
CUST_1272,65,311361,1318962,744,60,No
CUST_1273,45,1926131,990325,609,12,No
CUST_1274,59,992038,54695,725,24,No
CUST_1275,29,597172,782426,390,12,Yes
CUST_1276,42,1265131,1080120,755,48,No
CUST_1277,63,1772789,1084780,743,12,No
CUST_1278,24,814673,887366,378,24,Yes
CUST_1279,46,1660482,1482002,774,48,Yes
CUST_1280,49,1569222,1190467,402,48,Yes
CUST_1281,65,455658,520076,755,60,No
CUST_1282,54,1690641,799045,613,48,No
CUST_1283,43,1930283,1167330,546,48,Yes
CUST_1284,57,954085,922109,533,12,No
CUST_1285,31,303844,1494629,534,48,Yes
CUST_1286,26,1339897,437405,686,36,No
CUST_1287,38,1035488,563904,337,60,No
CUST_1288,41,1967787,1082120,460,60,No
CUST_1289,62,298234,417482,761,48,No
CUST_1290,56,674718,614365,748,12,No
CUST_1291,61,951993,392059,416,60,Yes
CUST_1292,58,1198922,1340080,540,60,Yes
CUST_1293,54,925571,1053852,325,36,No
CUST_1294,37,1028282,1390389,597,48,Yes
CUST_1295,57,671761,885056,453,60,Yes
CUST_1296,45,1538563,731376,767,60,No
CUST_1297,58,524464,192108,348,60,Yes
CUST_1298,32,754081,1006740,345,60,Yes
CUST_1299,43,1221911,1243669,584,12,Yes
CUST_1300,62,1921793,873375,381,24,Yes
CUST_1301,42,1268203,163694,343,36,Yes
CUST_1302,41,1572542,284456,572,12,Yes
CUST_1303,47,677317,262079,693,36,No
CUST_1304,51,1471209,1342845,357,60,Yes
CUST_1305,26,1169752,493232,300,36,No
CUST_1306,47,517942,466460,515,48,No
CUST_1307,60,1997304,173351,616,48,No
CUST_1308,54,1948052,351129,527,24,Yes
CUST_1309,32,537462,1071480,772,24,No
CUST_1310,65,1614906,890268,783,36,No
CUST_1311,27,550046,879297,586,12,No
CUST_1312,30,621773,103811,810,12,No
CUST_1313,65,533478,316145,757,60,No
CUST_1314,37,668379,102635,394,12,No
CUST_1315,46,568863,70946,792,24,Yes
CUST_1316,41,1371675,1033638,449,12,Yes
CUST_1317,48,933362,670140,322,60,Yes
CUST_1318,22,897974,1451823,514,48,Yes
CUST_1319,63,1523440,535260,698,12,Yes
CUST_1320,21,1568328,1216305,709,12,No
CUST_1321,56,307449,744519,430,24,Yes
CUST_1322,46,1351404,1384391,447,36,Yes
CUST_1323,49,1375189,721810,680,48,Yes
CUST_1324,41,272095,1011862,408,36,No
CUST_1325,31,830212,1418533,420,60,No
CUST_1326,60,1726486,146748,594,60,No
CUST_1327,31,820740,1498598,419,36,No
CUST_1328,56,287593,679021,755,24,No
CUST_1329,59,891252,1008395,829,24,No
CUST_1330,60,1587962,1225441,468,24,Yes
CUST_1331,55,1102473,1444271,442,48,Yes
CUST_1332,54,326202,965767,336,60,No
CUST_1333,44,277606,351364,560,60,Yes
CUST_1334,42,1372345,1377878,530,60,Yes
CUST_1335,25,318542,917424,553,48,Yes
CUST_1336,53,1617158,995092,628,60,No
CUST_1337,56,775610,205260,596,36,No
CUST_1338,40,1406126,1322263,309,12,Yes
CUST_1339,39,1843906,370974,745,48,No
CUST_1340,55,1819282,62419,529,12,Yes
CUST_1341,63,655433,1445652,835,36,No
CUST_1342,37,824987,431856,377,24,No
CUST_1343,65,290140,813361,724,24,No
CUST_1344,63,1715554,660937,492,24,Yes
CUST_1345,54,1784645,434793,700,48,No
CUST_1346,29,1647307,1371856,408,24,Yes
CUST_1347,46,1628078,898934,562,48,Yes
CUST_1348,22,1546853,1260933,628,48,No
CUST_1349,29,1346204,1098025,662,12,Yes
CUST_1350,29,1849810,1221744,677,24,No
CUST_1351,60,1333634,109155,640,60,No
CUST_1352,37,681799,1115487,558,24,Yes
CUST_1353,21,1400118,895484,634,24,Yes
CUST_1354,45,1553849,512326,384,24,Yes
CUST_1355,63,1519251,806983,821,60,Yes
CUST_1356,60,1547758,329934,607,60,Yes
CUST_1357,62,1598659,526377,561,48,Yes
CUST_1358,45,242674,448422,751,60,No
CUST_1359,59,327572,171937,550,48,Yes
CUST_1360,55,1998594,1183629,623,12,No
CUST_1361,23,1724268,1410670,528,48,Yes
CUST_1362,57,491975,428355,596,24,No
CUST_1363,64,781462,1398416,536,36,No
CUST_1364,64,631436,1068696,516,36,Yes
CUST_1365,50,645935,1035730,545,24,No
CUST_1366,58,980296,1089474,747,48,No
CUST_1367,54,1301627,367545,618,24,No
CUST_1368,32,1451661,1295874,731,60,No
CUST_1369,39,1567372,599391,703,48,No
CUST_1370,57,1314100,477479,336,24,Yes
CUST_1371,64,1724728,1410764,641,60,Yes
CUST_1372,37,468614,1124401,688,60,No
CUST_1373,30,1709390,547393,333,48,No
CUST_1374,32,717733,1135847,338,12,No
CUST_1375,36,515617,1175832,508,12,Yes
CUST_1376,44,1137384,1165009,451,60,No
CUST_1377,39,1293015,787990,664,12,No
CUST_1378,28,476452,1200575,498,60,Yes
CUST_1379,51,291563,806350,378,12,Yes
CUST_1380,41,951616,612834,776,60,No
CUST_1381,37,1545801,890597,733,60,No
CUST_1382,43,930602,900122,331,60,No
CUST_1383,57,1692175,496880,386,60,Yes
CUST_1384,36,1782701,525551,850,36,No
CUST_1385,26,959495,780559,692,12,No
CUST_1386,28,1169655,571727,543,60,No
CUST_1387,45,1890992,86948,531,24,No
CUST_1388,38,367896,403351,491,48,Yes
CUST_1389,45,1937009,913204,839,24,No
CUST_1390,32,821912,596312,569,24,Yes
CUST_1391,35,619515,829521,376,36,Yes
CUST_1392,46,1217497,1332322,466,12,No
CUST_1393,61,1962797,461373,583,36,Yes
CUST_1394,65,230063,1449273,388,12,No
CUST_1395,46,1842317,1330325,843,60,No
CUST_1396,52,1239272,1058507,455,36,No
CUST_1397,30,454371,676776,549,48,Yes
CUST_1398,36,1185976,671029,394,12,Yes
CUST_1399,27,302166,281773,316,36,Yes
CUST_1400,37,1263082,1032099,416,48,Yes
CUST_1401,43,1473989,1438930,632,24,No
CUST_1402,46,1197358,1272742,821,60,No
CUST_1403,41,1362180,1062889,379,60,Yes
CUST_1404,42,1274602,447751,731,24,No
CUST_1405,27,620888,566031,502,36,No
CUST_1406,34,1563133,97367,415,24,Yes
CUST_1407,35,1503692,984622,519,48,No
CUST_1408,27,1575786,718640,552,12,Yes
CUST_1409,29,390285,457962,468,36,Yes
CUST_1410,28,1299547,414716,615,12,No
CUST_1411,43,620497,627539,671,24,No
CUST_1412,49,313978,1183397,455,60,Yes
CUST_1413,38,1407739,294697,312,12,Yes
CUST_1414,51,303864,1108783,807,12,No
CUST_1415,50,1231259,776487,764,60,No
CUST_1416,59,1136114,1126333,519,12,Yes
CUST_1417,55,594295,983730,314,12,No
CUST_1418,38,819674,504623,416,60,No
CUST_1419,62,1688543,870254,630,60,Yes
CUST_1420,59,1858990,1360646,355,24,Yes
CUST_1421,37,648648,91340,650,24,No
CUST_1422,34,1934887,292955,431,12,No
CUST_1423,51,805151,1019738,525,36,Yes
CUST_1424,44,540435,942743,607,24,Yes
CUST_1425,55,325659,1463285,774,24,No
CUST_1426,64,1963808,1093131,521,36,Yes
CUST_1427,65,1255811,478373,472,36,Yes
CUST_1428,54,1593453,1380657,639,60,Yes
CUST_1429,23,1311288,1014211,805,24,No
CUST_1430,57,1401121,1371939,456,48,No
CUST_1431,63,1971503,1107975,450,48,Yes
CUST_1432,60,962178,701021,477,12,Yes
CUST_1433,46,325849,804208,832,24,No
CUST_1434,43,1224903,995161,411,48,No
CUST_1435,64,455493,856479,437,24,No
CUST_1436,59,804111,281615,532,24,Yes
CUST_1437,35,1352791,659981,631,48,No
CUST_1438,24,232230,675219,841,24,No
CUST_1439,49,546717,1039658,606,36,Yes
CUST_1440,42,947948,187852,460,12,No
CUST_1441,45,662092,1387770,701,60,No
CUST_1442,33,502788,647839,577,48,No
CUST_1443,38,1428312,380810,619,60,Yes
CUST_1444,53,1031635,103010,832,12,No
CUST_1445,36,1577397,1330660,796,36,No
CUST_1446,65,1667217,1372248,662,36,No
CUST_1447,62,847534,957272,671,36,Yes
CUST_1448,64,1333393,230680,335,36,Yes
CUST_1449,22,1487233,449130,602,48,No
CUST_1450,55,1465609,1446728,737,48,No
CUST_1451,62,431414,586364,331,24,Yes
CUST_1452,54,456812,953057,485,24,Yes
CUST_1453,50,504958,119835,473,12,No
CUST_1454,33,1843083,572757,549,24,Yes
CUST_1455,33,370956,686712,578,12,Yes
CUST_1456,38,1606065,713478,301,12,Yes
CUST_1457,52,1505710,1352970,493,12,No
CUST_1458,52,1610808,369055,465,36,Yes
CUST_1459,55,1055754,1040993,409,60,Yes
CUST_1460,59,221650,153088,679,60,No
CUST_1461,49,1604962,1009296,584,48,No
CUST_1462,49,1126694,1263575,720,12,No
CUST_1463,64,1419097,312530,412,36,No
CUST_1464,36,1419309,1390740,527,24,Yes
CUST_1465,64,1016141,267767,770,24,No
CUST_1466,30,442037,1159970,827,48,No
CUST_1467,50,1329004,696004,795,48,No
CUST_1468,45,406251,237486,330,12,Yes
CUST_1469,59,734231,1022320,461,12,Yes
CUST_1470,40,1947176,1341132,677,24,Yes
CUST_1471,25,1687552,1476360,745,24,No
CUST_1472,21,221042,416590,726,24,No
CUST_1473,50,1030326,1268383,803,24,No
CUST_1474,23,1178582,144702,826,60,No
CUST_1475,65,518903,155509,831,12,No
CUST_1476,34,1616693,405752,819,12,No
CUST_1477,50,1094801,1212886,333,24,Yes
CUST_1478,24,1959307,882234,789,36,No
CUST_1479,38,1924854,608910,722,24,No
CUST_1480,57,1014811,159935,767,48,No
CUST_1481,45,582811,310440,323,36,Yes
CUST_1482,21,701691,1216495,515,48,Yes
CUST_1483,35,1208314,970101,354,36,No
CUST_1484,29,414304,1008101,325,48,No
CUST_1485,35,596178,746314,580,24,Yes
CUST_1486,44,1917787,119519,626,24,No
CUST_1487,24,638963,761475,485,36,Yes
CUST_1488,32,1111612,1010655,794,48,No
CUST_1489,57,514493,1355163,311,60,Yes
CUST_1490,57,401904,1246688,733,36,No
CUST_1491,63,911716,94772,507,36,Yes
CUST_1492,26,870105,172431,432,12,No
CUST_1493,59,205730,932522,638,36,No
CUST_1494,44,1655713,244904,495,60,Yes
CUST_1495,31,1450786,208988,561,24,Yes
CUST_1496,33,938471,881303,581,48,Yes
CUST_1497,54,1267599,564743,668,12,No
CUST_1498,45,1899660,89080,402,48,No
CUST_1499,27,545430,156242,482,24,No
CUST_1500,24,1028411,879154,722,36,No
CUST_1501,28,608213,564080,308,60,No
CUST_1502,40,900399,1127624,543,12,Yes
CUST_1503,49,1769186,977281,692,60,Yes
CUST_1504,65,220923,1415431,826,60,No
CUST_1505,30,1047405,217403,336,60,Yes
CUST_1506,63,1644679,306392,477,60,Yes
CUST_1507,54,394795,70968,371,24,No
CUST_1508,46,1028854,1332993,651,60,Yes
CUST_1509,61,433462,826230,448,60,No
CUST_1510,23,251413,1008298,404,24,No
CUST_1511,26,1088916,1440179,520,48,Yes
CUST_1512,25,1504295,886624,673,24,Yes
CUST_1513,25,753044,643453,817,36,No
CUST_1514,43,1582296,904082,559,24,Yes
CUST_1515,29,1891112,796470,598,48,Yes
CUST_1516,55,1521024,203329,341,36,No
CUST_1517,40,1803205,1199164,791,36,No
CUST_1518,62,610226,1464076,738,12,No
CUST_1519,55,1375615,827110,346,60,Yes
CUST_1520,38,1964694,1412392,384,36,Yes
CUST_1521,37,1935594,1030812,357,36,No
CUST_1522,44,380074,782943,508,48,Yes
CUST_1523,23,856735,1382833,547,36,No
CUST_1524,52,1872349,1361414,510,48,Yes
CUST_1525,55,1008524,65588,338,60,Yes
CUST_1526,58,331562,767116,551,12,Yes
CUST_1527,33,1252305,507301,712,12,No
CUST_1528,45,1909910,816719,745,60,No
CUST_1529,29,842510,295456,351,60,Yes
CUST_1530,24,1595936,1162949,673,24,No
CUST_1531,34,808148,580992,825,36,No
CUST_1532,57,458360,1138712,455,36,No
CUST_1533,54,559014,97361,841,36,Yes
CUST_1534,31,1269974,895279,389,48,Yes
CUST_1535,61,496794,192513,650,24,Yes
CUST_1536,23,828177,1479626,368,36,Yes
CUST_1537,48,1513879,64677,462,48,No
CUST_1538,49,560306,1362588,541,48,Yes
CUST_1539,29,1704558,1427984,794,12,No
CUST_1540,23,1474535,121939,682,48,Yes
CUST_1541,45,827122,1376452,351,60,Yes
CUST_1542,54,1658857,461742,362,48,No
CUST_1543,32,1794502,809848,808,60,No
CUST_1544,62,1688303,858826,591,60,No
CUST_1545,29,1988243,1459277,390,12,Yes
CUST_1546,35,718490,1233750,723,12,No
CUST_1547,60,753608,545062,664,48,No
CUST_1548,45,663092,172366,449,12,Yes
CUST_1549,25,234924,246164,570,12,Yes
CUST_1550,31,1461368,842644,415,36,No
CUST_1551,54,1682526,873837,815,48,No
CUST_1552,44,895385,442776,540,48,No
CUST_1553,35,1250735,1437781,329,48,Yes
CUST_1554,58,773228,406440,442,12,Yes
CUST_1555,28,1852300,891618,625,12,No
CUST_1556,25,670192,1011743,315,60,Yes
CUST_1557,46,1787542,1483865,410,24,Yes
CUST_1558,38,1965011,584820,406,24,Yes
CUST_1559,26,640420,260126,678,24,Yes
CUST_1560,57,1653813,1039516,461,36,No
CUST_1561,33,862132,1085340,582,12,No
CUST_1562,48,1840027,1314927,568,60,No
CUST_1563,25,965328,1427260,783,60,No
CUST_1564,33,929115,153021,372,24,Yes
CUST_1565,37,354536,839703,496,36,No
CUST_1566,60,775425,50209,542,36,Yes
CUST_1567,65,623448,272071,558,24,Yes
CUST_1568,52,1047929,1082345,448,24,No
CUST_1569,49,701233,856409,689,12,No
CUST_1570,23,824773,1303790,715,36,No
CUST_1571,60,1489546,1208496,725,60,Yes
CUST_1572,54,1878332,1488876,516,24,Yes
CUST_1573,60,1202021,411732,385,12,Yes
CUST_1574,47,200901,1429404,515,60,No
CUST_1575,33,287980,1328720,722,36,No
CUST_1576,65,1618314,960294,619,24,No
CUST_1577,53,1725389,1366327,417,24,No
CUST_1578,26,989313,266194,714,12,No
CUST_1579,44,492007,406930,339,12,Yes
CUST_1580,39,966722,438550,460,36,Yes
CUST_1581,36,598838,233011,836,24,No
CUST_1582,60,715956,723954,719,12,No
CUST_1583,48,1724960,57399,394,24,Yes
CUST_1584,53,687063,992621,741,36,No
CUST_1585,61,926546,148662,765,24,No
CUST_1586,33,1031633,1394337,587,60,Yes
CUST_1587,63,451839,712858,711,24,No
CUST_1588,65,1225264,822592,699,48,Yes
CUST_1589,45,1569971,966283,827,48,No
CUST_1590,62,796860,423221,317,36,Yes
CUST_1591,56,1812119,1084023,435,36,Yes
CUST_1592,47,1836076,846060,763,36,No
CUST_1593,58,1036642,443545,547,60,No
CUST_1594,27,587773,350763,300,60,No
CUST_1595,25,222499,1105608,680,24,No
CUST_1596,63,826840,1398754,808,12,No
CUST_1597,65,644844,676946,759,48,No
CUST_1598,51,1834224,957555,804,48,No
CUST_1599,43,1646395,97850,775,48,No
CUST_1600,62,686525,329916,331,24,Yes
CUST_1601,30,1071905,398249,417,24,Yes
CUST_1602,52,343704,484895,483,36,Yes
CUST_1603,63,885967,1036275,490,12,Yes
CUST_1604,50,1340449,54576,373,36,Yes
CUST_1605,59,265756,1460124,402,24,Yes
CUST_1606,51,640210,484848,719,60,No
CUST_1607,38,1443030,1346868,772,36,Yes
CUST_1608,56,1567064,860586,413,24,No
CUST_1609,22,1695567,1377885,678,24,Yes
CUST_1610,34,1649141,64439,612,60,Yes
CUST_1611,33,1800328,1478931,629,60,No
CUST_1612,49,1684416,1317699,638,60,No
CUST_1613,32,1370473,813445,537,12,Yes
CUST_1614,59,720082,1398483,472,24,Yes
CUST_1615,22,499488,166189,378,60,Yes
CUST_1616,52,1243361,1208866,763,12,No
CUST_1617,33,283791,1031598,800,48,Yes
CUST_1618,47,1928235,855896,584,48,Yes
CUST_1619,61,903335,1009540,522,48,No
CUST_1620,37,1381110,173980,565,24,Yes
CUST_1621,60,1330017,277021,672,12,No
CUST_1622,51,1486188,738630,532,12,Yes
CUST_1623,54,633797,1140875,535,48,Yes
CUST_1624,44,1480020,791165,613,36,No
CUST_1625,65,1188793,81541,679,48,Yes
CUST_1626,55,1000607,1434265,719,24,No
CUST_1627,26,337263,525759,351,48,Yes
CUST_1628,39,545578,797358,808,48,No
CUST_1629,50,1857382,179188,504,12,Yes
CUST_1630,27,1984094,258150,556,48,Yes
CUST_1631,30,1102153,526186,484,60,No
CUST_1632,61,247645,269073,444,60,No
CUST_1633,52,439608,530620,313,36,Yes
CUST_1634,54,747571,594444,545,24,No
CUST_1635,48,1764945,791196,486,24,Yes
CUST_1636,35,549115,718795,636,12,Yes
CUST_1637,50,1963059,775010,558,24,Yes
CUST_1638,57,302780,751696,339,36,No
CUST_1639,49,1671816,1172207,717,60,No
CUST_1640,42,1691422,874341,650,12,No
CUST_1641,24,1017166,643775,308,60,Yes
CUST_1642,40,1249091,988972,649,36,No
CUST_1643,52,1053159,535825,383,12,Yes
CUST_1644,56,1095596,359799,832,48,No
CUST_1645,24,1556936,477557,657,24,No
CUST_1646,47,533977,769542,677,36,Yes
CUST_1647,37,783043,1150362,471,12,Yes
CUST_1648,32,1800720,118304,324,60,Yes
CUST_1649,42,708175,415750,692,12,No
CUST_1650,37,1322446,1276162,402,48,Yes
CUST_1651,30,1385656,534103,535,36,Yes
CUST_1652,21,296502,105107,709,12,No
CUST_1653,42,790611,572058,848,36,No
CUST_1654,46,632206,1343767,631,36,Yes
CUST_1655,38,937902,400041,831,60,No
CUST_1656,34,1727553,1171153,328,24,No
CUST_1657,49,891804,789663,842,48,No
CUST_1658,32,628556,454062,318,12,Yes
CUST_1659,56,1878083,310933,447,24,Yes
CUST_1660,55,1777897,332068,770,60,No
CUST_1661,32,535468,1471913,790,24,No
CUST_1662,27,1882620,719242,582,36,No
CUST_1663,49,680350,1054059,412,36,Yes
CUST_1664,31,696232,1099671,754,48,No
CUST_1665,53,1737031,416349,629,12,No
CUST_1666,26,1510786,1078719,554,12,Yes
CUST_1667,35,1887023,771975,698,60,No
CUST_1668,52,1949182,538409,807,48,No
CUST_1669,31,731821,881710,765,12,No
CUST_1670,43,1974088,101999,706,36,No
CUST_1671,46,1626548,1379064,397,48,No
CUST_1672,54,1881892,251587,589,24,No
CUST_1673,54,1075817,313356,455,48,Yes
CUST_1674,49,1166540,190073,461,48,Yes
CUST_1675,24,450231,1177360,396,12,Yes
CUST_1676,37,1261516,935155,676,60,No
CUST_1677,55,580171,393288,749,60,No
CUST_1678,33,741220,605656,416,12,Yes
CUST_1679,61,1474953,1159736,805,12,No
CUST_1680,59,650043,731214,488,12,Yes
CUST_1681,35,1178935,322859,775,60,No
CUST_1682,49,1273224,633072,622,12,Yes
CUST_1683,49,1230451,441337,479,24,No
CUST_1684,31,232966,1460364,480,24,Yes
CUST_1685,52,620993,1125373,586,36,Yes
CUST_1686,22,1504309,1408293,774,24,No
CUST_1687,34,363639,612193,561,48,Yes
CUST_1688,40,446331,989077,822,36,No
CUST_1689,42,1134678,703939,461,24,No
CUST_1690,31,1291174,378206,786,48,No
CUST_1691,47,390271,1404183,480,24,Yes
CUST_1692,23,607014,149596,768,48,No
CUST_1693,37,1182868,931450,320,12,No
CUST_1694,64,1047516,1096072,574,48,Yes
CUST_1695,48,899597,724502,559,12,Yes
CUST_1696,49,1969433,861536,632,48,Yes
CUST_1697,41,855538,58625,765,48,No
CUST_1698,36,448004,1399919,415,24,Yes
CUST_1699,57,1203510,1481445,712,48,No
CUST_1700,40,217118,459142,836,24,No
CUST_1701,26,1271192,343362,556,48,No
CUST_1702,39,331870,404060,467,60,Yes
CUST_1703,25,1518321,1221758,832,36,No
CUST_1704,23,202795,1131781,314,24,Yes
CUST_1705,21,1346038,1207660,349,24,Yes
CUST_1706,58,1687056,79717,603,12,No
CUST_1707,35,1613612,943724,786,60,No
CUST_1708,54,1583553,992639,715,12,No
CUST_1709,55,1771480,1041993,604,60,No
CUST_1710,45,1513804,1399282,495,60,No
CUST_1711,44,1718438,70169,687,48,No
CUST_1712,32,987163,1027362,754,12,No
CUST_1713,38,1380777,858036,609,36,No
CUST_1714,35,359094,401814,426,60,No
CUST_1715,64,463749,426749,474,60,Yes
CUST_1716,36,1326082,1449458,433,24,Yes
CUST_1717,47,964601,1492476,365,48,Yes
CUST_1718,28,1292706,702428,692,36,No
CUST_1719,45,1146769,152537,664,60,No
CUST_1720,37,363402,685589,578,24,No
CUST_1721,49,1054901,320151,662,12,No
CUST_1722,28,1394835,951347,470,60,Yes
CUST_1723,35,619007,1330280,350,24,No
CUST_1724,47,1601156,1215995,627,12,No
CUST_1725,27,1450258,1402507,444,48,Yes
CUST_1726,23,1623061,886014,573,12,Yes
CUST_1727,49,423034,803158,454,60,Yes
CUST_1728,64,709394,842214,807,36,No
CUST_1729,44,1872558,641058,662,12,No
CUST_1730,23,744061,1329372,624,36,No
CUST_1731,40,990671,865636,597,36,Yes
CUST_1732,35,483007,498402,793,12,No
CUST_1733,45,513559,402699,845,48,No
CUST_1734,50,268968,266096,603,12,No
CUST_1735,34,693891,808019,766,24,No
CUST_1736,27,784718,331833,538,36,Yes
CUST_1737,37,1498648,395395,816,60,No
CUST_1738,64,201515,1286968,475,36,Yes
CUST_1739,40,297206,1031730,709,60,No
CUST_1740,56,445282,1467285,663,24,No
CUST_1741,29,607821,1137288,322,24,Yes
CUST_1742,58,1042672,831675,617,24,No
CUST_1743,42,205586,286502,824,12,No
CUST_1744,22,1218725,1294925,575,36,No
CUST_1745,44,1108806,1410352,528,60,Yes
CUST_1746,28,969565,1005535,407,24,No
CUST_1747,31,1804050,72551,475,24,No
CUST_1748,33,1799792,1146644,619,60,No
CUST_1749,37,1987023,143608,585,36,No
CUST_1750,28,1633710,609849,628,36,Yes
CUST_1751,41,1597749,1232540,655,60,Yes
CUST_1752,38,744999,336539,313,48,No
CUST_1753,50,1827826,297652,574,36,Yes
CUST_1754,38,220039,1002155,370,60,Yes
CUST_1755,51,1809425,301227,494,60,Yes
CUST_1756,58,406555,378477,822,24,No
CUST_1757,52,1739663,516961,405,60,Yes
CUST_1758,31,1198899,549755,495,12,Yes
CUST_1759,65,1468306,754666,444,24,Yes
CUST_1760,45,201577,800310,649,24,Yes
CUST_1761,53,307792,1042657,723,36,No
CUST_1762,58,1145854,177192,770,48,No
CUST_1763,61,1487116,930670,515,36,Yes
CUST_1764,28,1151302,1428148,392,12,Yes
CUST_1765,31,1477082,997258,559,24,No
CUST_1766,42,1985353,375499,840,24,No
CUST_1767,44,210785,512176,584,60,No
CUST_1768,61,1320803,832780,783,48,No
CUST_1769,37,1105112,288826,671,48,Yes
CUST_1770,32,1048389,800782,369,60,No
CUST_1771,52,1838295,531809,678,12,No
CUST_1772,35,1659089,1284832,578,48,No
CUST_1773,36,1058326,1042934,601,24,No
CUST_1774,42,1496517,222905,554,12,No
CUST_1775,48,1967708,443781,563,36,No
CUST_1776,40,350653,1116978,723,36,No
CUST_1777,53,517336,1272493,512,12,Yes
CUST_1778,30,463606,1111410,399,24,Yes
CUST_1779,60,590992,642138,411,36,Yes
CUST_1780,52,1968109,87180,607,24,No
CUST_1781,53,1133015,1495675,774,60,No
CUST_1782,22,1586826,683976,847,48,No
CUST_1783,53,1559385,1305235,411,12,Yes
